"","Trait2","genetic.value"
"12185",1.4562,1.43133404169404
"12186",1.5454,1.51070842231637
"12187",1.4876,1.47496359787614
"12188",1.3071,1.45188713641255
"12189",1.6312,1.55659012392475
"12190",1.6431,1.56421801424043
"12191",1.5223,1.55768682647952
"12192",1.4999,1.46703766401076
"12193",1.3833,1.45419855063755
"12194",1.4654,1.54114050297268
"12195",1.5309,1.5007062017274
"12196",1.5413,1.50804759101009
"12197",1.4202,1.47612011844357
"12198",1.6557,1.58141070431142
"12199",1.6019,1.53979311836795
"12200",1.5478,1.57826513219087
"12201",1.5322,1.50376018587096
"12202",1.4054,1.4856105368878
"12203",1.5799,1.53324029838975
"12204",1.4368,1.45898281235815
"12205",1.5215,1.47778724437181
"12206",1.4534,1.50861704533714
"12207",1.6318,1.52897104072207
"12208",1.5157,1.46209105681145
"12209",1.6087,1.52662316870047
"12210",1.4381,1.46967441031333
"12211",1.4107,1.41079176752609
"12212",1.4246,1.45332414316591
"12213",1.4944,1.45579165276116
"12214",1.465,1.42122167094963
"12215",1.5839,1.51841578223862
"12216",1.4204,1.49674068506162
"12217",1.5159,1.47635677287954
"12218",1.483,1.47971862980915
"12219",1.4971,1.4991247762837
"12220",1.509,1.4576314571559
"12221",1.3929,1.46180048531389
"12222",1.5159,1.4901028656989
"12223",1.5549,1.53862250093
"12224",1.526,1.5346546938133
"12225",1.5641,1.54391228848217
"12226",1.5917,1.54196108742196
"12227",1.6464,1.54842882549979
"12228",1.4568,1.46037417999982
"12229",1.3937,1.43141287981158
"12230",1.5818,1.52272772940004
"12231",1.7645,1.57879863517687
"12232",1.4001,1.42480197827228
"12233",1.4813,1.48326824210496
"12234",1.437,1.4676835402826
"12235",1.3955,1.46325207126689
"12236",1.4615,1.50816297012123
"12237",1.6034,1.54412428434037
"12238",1.5508,1.52761804601914
"12239",1.4887,1.50981876356755
"12240",1.467,1.49856944281817
"12241",1.4001,1.46974746195589
"12242",1.4686,1.46422665104262
"12243",1.5348,1.57220139331928
"12244",1.6432,1.62252027546908
"12245",1.5094,1.50371759784899
"12246",1.5071,1.47185889413791
"12247",1.3513,1.46142886479691
"12248",1.3244,1.44144467499785
"12249",1.3915,1.42035866686421
"12250",1.5274,1.50540133091649
"12251",1.4381,1.43531912832922
"12252",1.5346,1.50820632433255
"12253",1.4963,1.51619066866543
"12254",1.4543,1.44868964426404
"12255",1.5219,1.48005296315061
"12256",1.4323,1.51397638381965
"12257",1.5385,1.54009124738412
"12258",1.5109,1.52938923698526
"12259",1.5469,1.45204046208838
"12260",1.3436,1.47749437776275
"12261",1.4912,1.50642418143002
"12262",1.5765,1.56599709083333
"12263",1.4098,1.51788178382682
"12264",1.4519,1.45732822384242
"12265",1.5489,1.45882267282968
"12266",1.4704,1.52288603290254
"12267",1.6281,1.54193607784107
"12268",1.3261,1.44871007967922
"12269",1.4812,1.46702622419548
"12270",1.5719,1.50244426341069
"12271",1.6536,1.55831357308104
"12272",1.4338,1.49341145690678
"12273",1.5054,1.51962191833456
"12274",1.5316,1.49822114776047
"12275",1.6957,1.56748460886506
"12276",1.5397,1.50341797588223
"12277",1.4968,1.44089163642889
"12278",1.5789,1.53203763407758
"12279",1.5039,1.53148211049874
"12280",1.5827,1.5470180538677
"12281",1.4326,1.4526163634933
"12282",1.5334,1.51588923453721
"12283",1.589,1.56207191024532
"12284",1.4926,1.55088923427487
"12285",1.3296,1.38879239529774
"12286",1.3735,1.43091032615757
"12287",1.5817,1.62697330909651
"12288",1.4689,1.50838004247405
"12289",1.6154,1.50771408130454
"12290",1.5663,1.56160758140776
"12291",1.5916,1.57945763199332
"12292",1.5933,1.56811911198011
"12293",1.5946,1.62288684889942
"12294",1.6385,1.60708814211437
"12295",1.5037,1.51841251448908
"12296",1.5268,1.60674969095763
"12297",1.3394,1.45008088740502
"12298",1.4673,1.49722878374636
"12299",1.6154,1.54211294420608
"12300",1.5397,1.5573805625077
"12301",1.6223,1.61463971512056
"12302",1.553,1.4892926509875
"12303",1.4287,1.45670489404314
"12304",1.6638,1.60743853158358
"12305",1.59,1.59266153087212
"12306",1.4748,1.5139685007159
"12307",1.7295,1.6012851272892
"12308",1.5937,1.61182722731276
"12309",1.5388,1.47086696292013
"12310",1.6163,1.55190711471695
"12311",1.5254,1.54589962384631
"12312",1.378,1.48954268049538
"12313",1.5976,1.5254433915686
"12314",1.5438,1.57741260082183
"12315",1.6261,1.58562990153338
"12316",1.469,1.51268921234
"12317",1.394,1.49270752118179
"12318",1.7756,1.62298880761016
"12319",1.3169,1.4490518553313
"12320",1.5389,1.53520387881504
"12321",1.5016,1.53029746404402
"12322",1.3593,1.45185030814807
"12323",1.518,1.52612648164397
"12324",1.6741,1.58059511720932
"12325",1.5484,1.50916424431111
"12326",1.4966,1.51923950626437
"12327",1.522,1.54316020843097
"12328",1.6188,1.58274939368974
"12329",1.3884,1.52548122848588
"12330",1.4387,1.47535702141712
"12331",1.4569,1.4263409743055
"12332",1.5804,1.56862914286186
"12333",1.6963,1.62797960607794
"12334",1.6787,1.63236259306123
"12335",1.4189,1.52566870447226
"12336",1.511,1.55830016507005
"12337",1.8176,1.63532512225718
"12338",1.5231,1.52791112914115
"12339",1.3338,1.41807955475419
"12340",1.4861,1.48694707712881
"12341",1.6161,1.54932848965685
"12342",1.3849,1.40893937840588
"12343",1.4975,1.44354638845552
"12344",1.5835,1.56774954529527
"12345",1.6424,1.59306360466138
"12346",1.6845,1.59583103353853
"12347",1.4743,1.51620503812429
"12348",1.5761,1.54710565106999
"12349",1.5951,1.58152269039948
"12350",1.4518,1.46614267938016
"12351",1.6633,1.58269462951336
"12352",1.587,1.55484954854128
"12353",1.5647,1.52808025080508
"12354",1.5644,1.56027157513778
"12355",1.5732,1.57603486342944
"12356",1.5871,1.51722570187326
"12357",1.7394,1.61300047494639
"12358",1.4875,1.51964090098497
"12359",1.5014,1.56311200111942
"12360",1.4166,1.46922805241626
"12361",1.385,1.45707509227795
"12362",1.4106,1.50514837886874
"12363",1.4654,1.53184227957925
"12364",1.4155,1.47643733823671
"12365",1.567,1.49136928937063
"12366",1.4952,1.4794087365152
"12367",1.45,1.50753609617908
"12368",1.3646,1.46890916383924
"12369",1.495,1.50482568418917
"12370",1.5096,1.4937349671636
"12371",1.6375,1.57610571183982
"12372",1.4616,1.4334487075058
"12373",1.5161,1.44670396361964
"12374",1.3853,1.45088908576413
"12375",1.5472,1.51692963178622
"12376",1.6264,1.51048560266431
"12377",1.3453,1.42590799793043
"12378",1.44,1.42893011400779
"12379",1.3114,1.43215124716594
"12380",1.5499,1.55029039481571
"12381",1.5008,1.4772697512368
"12382",1.6276,1.50730561411682
"12383",1.6034,1.53317737139204
"12384",1.5392,1.48488908144786
"12385",1.385,1.39701360732786
"12386",1.5273,1.47993932763995
"12387",1.4768,1.52046628689321
"12388",1.3463,1.40977155607957
"12389",1.4617,1.44969306480349
"12390",1.4657,1.50465030912475
"12391",1.5082,1.52599568953158
"12392",1.6307,1.44463247698626
"12393",1.4047,1.48292500897658
"12394",1.5385,1.53085847881805
"12395",1.42,1.47476396934329
"12396",1.3506,1.48962587158543
"12397",1.547,1.51810993198623
"12398",1.5528,1.46463002501005
"12399",1.4852,1.5075295092694
"12400",1.6528,1.52244113031725
"12401",1.4376,1.44201159379525
"12402",1.3943,1.43865225864263
"12403",1.4907,1.46404548588762
"12404",1.5077,1.54816268698554
"12405",1.4787,1.4888371422132
"12406",1.4984,1.48572672973864
"12407",1.6228,1.54999506238352
"12408",1.3845,1.46317619628583
"12409",1.475,1.41333624714573
"12410",1.6015,1.46273997814085
"12411",1.5166,1.51125844263495
"12412",1.4562,1.53431077422121
"12413",1.3437,1.45658204405497
"12414",1.4885,1.51548255067513
"12415",1.4911,1.54584482103835
"12416",1.6224,1.57249682455856
"12417",1.4808,1.5152801838132
"12418",1.5451,1.51671645178524
"12419",1.5038,1.52613343815751
"12420",1.4696,1.49906375217598
"12421",1.573,1.50808189080075
"12422",1.6237,1.52144133106491
"12423",1.5793,1.5093882015842
"12424",1.5084,1.49799061019385
"12425",1.5691,1.51352911504953
"12426",1.4647,1.43930370726518
"12427",1.4064,1.44180402598469
"12428",1.4308,1.47782822694099
"12429",1.6179,1.52066003139253
"12430",1.5836,1.47408444907275
"12431",1.5371,1.53561331761631
"12432",1.4763,1.48495175107534
"12433",1.5608,1.50901564782451
"12434",1.4884,1.52366447976347
"12435",1.572,1.49341686565663
"12436",1.5349,1.49087894834068
"12437",1.4715,1.45033281406561
"12438",1.4646,1.46889740999985
"12439",1.4224,1.49058523637027
"12440",1.5423,1.51465954245817
"12441",1.4492,1.51017259520701
"12442",1.4568,1.44231206647758
"12443",1.3813,1.44866039940101
"12444",1.5068,1.5064881230045
"12445",1.471,1.47232152949774
"12446",1.5069,1.52920957843569
"12447",1.4139,1.5002100793941
"12448",1.5651,1.55662703351253
"12449",1.4798,1.47252216840531
"12450",1.4212,1.45989253015211
"12451",1.3968,1.48897149047954
"12452",1.3897,1.45007669081535
"12453",1.4381,1.46795284896132
"12454",1.4813,1.47916999211965
"12455",1.3761,1.48020864624262
"12456",1.6758,1.5381370902811
"12457",1.366,1.48234673125501
"12458",1.5081,1.4777537887713
"12459",1.4678,1.49304530012856
"12460",1.4431,1.43391083318752
"12461",1.4849,1.46431442698872
"12462",1.4205,1.4161534068653
"12463",1.3965,1.42827316971074
"12464",1.3247,1.48042371407889
"12465",1.3248,1.43871169348959
"12466",1.3592,1.42256921379772
"12467",1.5181,1.46493808034651
"12468",1.4654,1.444788630747
"12469",1.533,1.44088093819314
"12470",1.466,1.45664280115941
"12471",1.5768,1.45109041047201
"12472",1.5132,1.44911746976023
"12473",1.3482,1.46100764383421
"12474",1.5477,1.50132700186181
"12475",1.2453,1.45895804768328
"12476",1.5193,1.45016648748677
"12477",1.3786,1.46519081570625
"12478",1.5015,1.47390201230106
"12479",1.5164,1.45325029685979
"12480",1.3351,1.42544081698802
"12481",1.3748,1.42992776667218
"12482",1.431,1.45350652728386
"12483",1.3983,1.44719311344168
"12484",1.3601,1.43993991116184
"12485",1.3385,1.44780481582684
"12486",1.6122,1.46826556032147
"12487",1.4058,1.42994248699092
"12488",1.644,1.48180115898016
"12489",1.3491,1.45212204510834
"12490",1.5092,1.46608045621769
"12491",1.4907,1.45793464141308
"12492",1.5092,1.4333514241404
"12493",1.4926,1.45857296433874
"12494",1.539,1.4655025133001
"12495",1.475,1.45177040538712
"12496",1.3994,1.43718068989722
"12497",1.3643,1.4484730414486
"12498",1.4237,1.40884185681728
"12499",1.503,1.46406458751338
"12500",1.451,1.45855316239194
"12501",1.5186,1.44282934049102
"12502",1.5789,1.4530993221869
"12503",1.5113,1.49005925206671
"12504",1.4315,1.44906863194429
"12505",1.3773,1.4479866146068
"12506",1.3072,1.43396175372085
"12507",1.4719,1.46504427571412
"12508",1.3769,1.46116533702628
"12509",1.5332,1.48321756030275
"12510",1.5395,1.48103783824988
"12511",1.4152,1.41184151509241
"12512",1.4116,1.44248312024849
"12513",1.442,1.42203941722153
"12514",1.6142,1.48872045610829
"12515",1.5662,1.50101570014706
"12516",1.5591,1.49220525122891
"12517",1.3892,1.45418059121422
"12518",1.449,1.45920294488779
"12519",1.3521,1.42042889431459
"12520",1.5151,1.42591193676388
"12521",1.5117,1.45764935825172
"12522",1.4033,1.47611971291496
"12523",1.4725,1.43358809795965
"12524",1.4914,1.43533613778124
"12525",1.4398,1.50163092715396
"12526",1.3992,1.43137878341887
"12527",1.3764,1.45840122012721
"12528",1.4164,1.49008459753953
"12529",1.4434,1.47128260896845
"12530",1.6096,1.44409888137152
"12531",1.4242,1.46103669712176
"12532",1.364,1.42671981731992
"12533",1.525,1.45306788630693
"12534",1.3304,1.4076796627228
"12535",1.5437,1.4838725711349
"12536",1.384,1.45906956851707
"12537",1.5454,1.47802164421877
"12538",1.4816,1.4727304162112
"12539",1.4664,1.47328993913257
"12540",1.3382,1.44260197451964
"12541",1.4872,1.47220635823696
"12542",1.3571,1.47133161420612
"12543",1.4597,1.4515543563079
"12544",1.4971,1.48193299620171
"12545",1.5112,1.48338836063388
"12546",1.3425,1.46464020633703
"12547",1.4409,1.47528325141673
"12548",1.4719,1.43921987368769
"12549",1.4526,1.43123673727518
"12550",1.2769,1.42945618776177
"12551",1.5187,1.51230761639947
"12552",1.3978,1.42367669230908
"12553",1.4408,1.44451606051149
"12554",1.4522,1.43991773208451
"12555",1.4224,1.41660076861976
"12556",1.5161,1.43498520841109
"12557",1.4997,1.47039299560599
"12558",1.3866,1.41113385626404
"12559",1.4435,1.45824961251375
"12560",1.3853,1.42149760884701
"12561",1.5967,1.48122790003626
"12562",1.4021,1.4584512890261
"12563",1.5236,1.48495549900599
"12564",1.4483,1.47617459989354
"12565",1.4045,1.48301350819537
"12566",1.3165,1.41620159661365
"12567",1.5392,1.44150293196508
"12568",1.5266,1.48381299328102
"12569",1.4302,1.483558208102
"12570",1.4759,1.4813746943676
"12571",1.409,1.45823826170308
"12572",1.4907,1.53191767412926
"12573",1.5968,1.502030899767
"12574",1.4676,1.45397707656388
"12575",1.5303,1.47078790307159
"12576",1.5002,1.4689811077102
"12577",1.3872,1.40962192192145
"12578",1.5126,1.43339724024079
"12579",1.3802,1.44067270971336
"12580",1.4609,1.44120935457815
"12581",1.5614,1.49467034711914
"12582",1.4077,1.4952568177078
"12583",1.3748,1.43240483094274
"12584",1.3642,1.41030258191839
"12585",1.4543,1.48359283039386
"12586",1.4939,1.44869175898785
"12587",1.55,1.46311749027084
"12588",1.4271,1.43704272697918
"12589",1.5824,1.4837431869782
"12590",1.5683,1.44213466955004
"12591",1.399,1.4358634411163
"12592",1.4925,1.45757219997284
"12593",1.437,1.45902398725981
"12594",1.4324,1.4510428312616
"12595",1.4314,1.51017698016091
"12596",1.4287,1.44198642739692
"12597",1.4902,1.49324599424666
"12598",1.5618,1.49166048047034
"12599",1.4962,1.44597803828585
"12600",1.6822,1.53736017741386
"12601",1.3749,1.4046186810534
"12602",1.4004,1.45260762454979
"12603",1.439,1.4863918511148
"12604",1.3555,1.39559545869536
"12605",1.4282,1.46869246010143
"12606",1.4103,1.41449113428836
"12607",1.5331,1.48802530839152
"12608",1.525,1.4782662008593
"12609",1.401,1.4456387600563
