Obs,TRT,ENTNO,NAME,Rep,DTF,HT,GY,TDMY,HI,F10,Trial,Env
2527,S,e10,DK106,1,73,62.333,2309.93,5731.18,40.3047,,I,SI
2530,S,e11,DK108,1,73,66,2310.52,5883.7,39.2698,,I,SI
1861,C,e38,IR78908-121-B-2-B,1,66,107.333,2311.8,7320.1,28.0001,,G,CG
2161,C,e38,IR78908-121-B-2-B,1,66,107.333,2311.8,7320.1,28.0001,,H,CH
1324,S,e9,DGI-81,1,77,65.583,2312.95,6041.26,36.6808,,E,SE
1323,S,e8,DGI-32,3,69,70.833,2314.26,7140.09,28.7366,,E,SE
1787,C,e13,DK117,2,73,81,2314.71,6883.41,29.8139,,G,CG
2087,C,e13,DK117,2,73,81,2314.71,6883.41,29.8139,,H,CH
1720,S,e41,IR78910-23-1-3-3,1,70,127.167,2315.76,8029.68,25.5695,,F,SF
2670,C,e7,DGI-196,3,71,95.333,2316.28,7366.81,31.4421,,J,CJ
1824,C,e25,IR71525-19-1-1,3,93,111.333,2316.91,8135.24,25.2503,,G,CG
2124,C,e25,IR71525-19-1-1,3,93,111.333,2316.91,8135.24,25.2503,,H,CH
1123,S,e42,IR78910-34-B-2-2,1,74,126.333,2317.59,6370.11,32.2565,,D,SD
1554,C,e35,IR77298-5-6-25,3,77,100.667,2317.61,7587.72,27.0804,,F,CF
755,S,e19,DK157,2,82,76.067,2318.38,6572.8,31.2723,,C,SC
1426,S,e43,IR79906-B-192-2-1,1,76,83.833,2322.29,6963.87,29.566,,E,SE
2569,S,e24,IR70215-70-CPA-3-4-1-3,1,75,65.333,2324.78,5593.88,41.5593,,I,SI
1559,C,e37,IR78905-105-1-2-2,2,72,131.667,2325.61,7619.68,27.0599,,F,CF
2885,S,e29,IR75282-58-1-2-3,2,80,121.667,2326.9,7779.03,29.9125,,J,SJ
429,S,e8,DGI-32,3,83,75.667,2327.07,7034.93,33.0787,,B,SB
1467,C,e6,DA8,3,65,127.667,2328.3,6326.66,32.628,,F,CF
1335,S,e12,DK109,3,81,66.5,2328.94,7901.7,26.1315,,E,SE
1870,C,e41,IR78910-23-1-3-3,1,66,113.667,2335.94,9105.44,22.7451,,G,CG
2170,C,e41,IR78910-23-1-3-3,1,66,113.667,2335.94,9105.44,22.7451,,H,CH
752,S,e18,DK142,2,79,94.2,2338.48,7714.63,26.8748,,C,SC
1875,C,e42,IR78910-34-B-2-2,3,68,108.55,2340.9,7461.9,27.8138,,G,CG
2175,C,e42,IR78910-34-B-2-2,3,68,108.55,2340.9,7461.9,27.8138,,H,CH
437,S,e11,DK108,2,81,69.333,2341.27,7124.13,32.8639,,B,SB
1957,S,e20,DK167,1,88,81,2343.88,7466.41,27.8324,,G,SG
2257,S,e20,DK167,1,88,81,2343.88,7466.41,27.8324,,H,SH
2842,S,e15,DK124,1,90,112.333,2344.62,10618.54,22.0805,,J,SJ
2729,C,e27,IR74371-46-1-1,2,71,125.333,2345.05,8321.18,28.1817,,J,CJ
2769,C,e40,IR78908-193-B-3-B,3,71,127,2345.37,5283.87,44.3874,,J,CJ
1790,C,e14,DK122,2,73,77.667,2347.47,7461.26,27.8942,,G,CG
2090,C,e14,DK122,2,73,77.667,2347.47,7461.26,27.8942,,H,CH
1368,S,e23,DSU-4-18,3,83,66.833,2349.58,7357.4,28.3135,,E,SE
1979,S,e27,IR74371-46-1-1,2,58,97,2350.86,4969.27,41.9432,,G,SG
2279,S,e27,IR74371-46-1-1,2,58,97,2350.86,4969.27,41.9432,,H,SH
414,S,e2,BINUHANGIN,3,85,83,2351.07,6028.87,38.9968,,B,SB
2948,S,e50,URI,2,83,154.333,2353.25,11128.85,21.1455,,J,SJ
1699,S,e34,IR77298-5-6-18,1,77,101.667,2355.11,7501.1,27.8364,,F,SF
448,S,e15,DK124,1,81,86.333,2357.87,7721.87,30.5349,,B,SB
1440,S,e47,M4FNS-3076,3,81,63.5,2357.87,6765.61,30.8986,,E,SE
1855,C,e36,IR78877-163-B-1-1,1,66,111.5,2361.56,8214.96,25.4871,,G,CG
2155,C,e36,IR78877-163-B-1-1,1,66,111.5,2361.56,8214.96,25.4871,,H,CH
1002,S,e1,APO,3,88,115.667,2368.28,6801.85,30.8698,,D,SD
2614,S,e39,IR78908-156-B-2-B,1,70,92.667,2368.5,4841.44,48.9214,,I,SI
2549,S,e17,DK136,2,70,76.667,2376.53,4895.96,48.5407,,I,SI
1571,C,e41,IR78910-23-1-3-3,2,70,134.667,2382.58,8264.73,25.5592,,F,CF
2843,S,e15,DK124,2,90,103.333,2383.31,9371.1,25.4325,,J,SJ
424,S,e7,DGI-196,1,81,79.667,2383.53,8828.6,26.9979,,B,SB
243,S,e41,IR78910-23-1-3-3,3,75,88.333,2390.04,5002.2,47.7797,,A,SA
298,C,e13,DK117,1,81,104,2391.47,10606.27,22.5477,,B,CB
141,S,e4,D6-547-2R,3,84,63.167,2391.97,5904.31,40.5122,,A,SA
2663,C,e5,D6-547-5S,2,80,102,2392.38,5714.55,41.8648,,J,CJ
2874,S,e25,IR71525-19-1-1,3,71,114,2395.59,7996.72,29.9571,,J,SJ
2822,S,e8,DGI-32,2,80,95.333,2397.62,9354.93,25.6295,,J,SJ
1088,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,81,105.333,2401.16,10105.79,21.0657,,D,SD
2545,S,e16,DK135,1,73,58.667,2402.12,5075.98,47.3232,,I,SI
317,C,e19,DK157,2,68,99.333,2403.33,8268.67,29.0655,,B,CB
521,S,e39,IR78908-156-B-2-B,2,67,98,2405,6035.93,39.8447,,B,SB
2475,C,e42,IR78910-34-B-2-2,3,70,112,2406.12,6092.59,39.4925,,I,CI
532,S,e43,IR79906-B-192-2-1,1,83,98.5,2406.47,7643.47,31.484,,B,SB
1376,S,e26,IR71700-247-1-1,2,76,76.167,2410.44,6880.76,31.0589,,E,SE
284,C,e8,DGI-32,2,68,87,2414,9218.2,26.1873,,B,CB
486,S,e27,IR74371-46-1-1,3,74,94.667,2415.87,6923.07,34.8959,,B,SB
2918,S,e40,IR78908-193-B-3-B,2,71,145,2417.08,10555.45,22.8989,,J,SJ
436,S,e11,DK108,1,81,70.667,2417.47,6596,36.6505,,B,SB
1612,S,e5,D6-547-5S,1,75,101.333,2420.04,10025,21.4025,,F,SF
2570,S,e24,IR70215-70-CPA-3-4-1-3,2,75,70.333,2420.59,4624.95,52.3375,,I,SI
2919,S,e40,IR78908-193-B-3-B,3,71,133,2421.58,7387.37,32.78,,J,SJ
770,S,e24,IR70215-70-CPA-3-4-1-3,2,86,84.733,2428.53,8847.13,24.337,,C,SC
312,C,e17,DK136,3,81,89.333,2429.27,6406.47,37.919,,B,CB
1989,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,77,74.167,2429.89,5047.67,42.6798,,G,SG
2289,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,77,74.167,2429.89,5047.67,42.6798,,H,SH
1869,C,e40,IR78908-193-B-3-B,3,66,105.833,2433.17,5907.18,36.519,,G,CG
2169,C,e40,IR78908-193-B-3-B,3,66,105.833,2433.17,5907.18,36.519,,H,CH
2556,S,e19,DK157,3,73,61.667,2433.44,5124.69,47.4847,,I,SI
1843,C,e32,IR77298-14-1-2-1,1,68,94,2436.4,8261.37,26.1471,,G,CG
2143,C,e32,IR77298-14-1-2-1,1,68,94,2436.4,8261.37,26.1471,,H,CH
762,S,e21,DSL-69-6,3,82,77.367,2438.79,6634.23,32.592,,C,SC
475,S,e24,IR70215-70-CPA-3-4-1-3,1,69,98,2439.67,8689,28.0776,,B,SB
1411,S,e38,IR78908-121-B-2-B,1,66,98,2442.46,7035.35,30.78,,E,SE
2469,C,e40,IR78908-193-B-3-B,3,70,99.667,2443.98,4970.7,49.1678,,I,CI
1688,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,86,132.5,2446.66,9133.54,23.7499,,F,SF
2515,S,e6,DA8,1,70,91.333,2446.97,6579.94,37.1883,,I,SI
1766,C,e6,DA8,2,66,105.667,2447.1,7020.46,30.9039,,G,CG
2066,C,e6,DA8,2,66,105.667,2447.1,7020.46,30.9039,,H,CH
1131,S,e44,IR81024-B-275-3-B,3,70,112,2451.09,6948.47,31.275,,D,SD
1711,S,e38,IR78908-121-B-2-B,1,70,134.833,2453.5,7644.87,28.4539,,F,SF
418,S,e4,D6-547-2R,1,83,73.667,2454.07,6044.73,40.5984,,B,SB
2587,S,e30,IR75870-8-1-2-B-6-2-B-B-B,1,73,66.333,2454.3,5641.44,43.5048,,I,SI
2487,C,e46,KALIA,3,65,105,2456.36,6711.8,36.5976,,I,CI
547,S,e49,RR72-18-832,1,83,80,2457.47,7426.47,33.0907,,B,SB
1061,S,e21,DSL-69-6,2,81,92.667,2458.1,6354.68,34.2952,,D,SD
1032,S,e11,DK108,3,79,83.333,2458.19,5254.76,41.4753,,D,SD
1057,S,e20,DK167,1,79,119.333,2460.6,7428.03,29.3693,,D,SD
529,S,e42,IR78910-34-B-2-2,1,71,103.167,2460.8,7011.67,35.0958,,B,SB
2821,S,e8,DGI-32,1,75,97.667,2461.34,12534.22,19.6369,,J,SJ
1719,S,e40,IR78908-193-B-3-B,3,72,151.333,2463.19,7055.33,30.9533,,F,SF
2550,S,e17,DK136,3,70,81.333,2464.3,5362.51,45.9543,,I,SI
490,S,e29,IR75282-58-1-2-3,1,88,82.667,2464.47,7698.2,32.0135,,B,SB
2784,C,e45,IR81025-B-425-B,3,71,120.667,2464.85,5156.66,47.7993,,J,CJ
493,S,e30,IR75870-8-1-2-B-6-2-B-B-B,1,83,92,2466.2,8669.13,28.4481,,B,SB
1627,S,e10,DK106,1,80,106,2467.16,9265.04,23.6089,,F,SF
389,C,e43,IR79906-B-192-2-1,2,68,116.333,2471.33,9252.33,26.7104,,B,CB
171,S,e15,DK124,3,80,80.767,2473.18,5031.46,49.1542,,A,SA
237,S,e39,IR78908-156-B-2-B,3,75,89.633,2475.95,4679.87,52.9064,,A,SA
2846,S,e16,DK135,2,78,94.333,2478.77,7016.67,35.3269,,J,SJ
1884,C,e45,IR81025-B-425-B,3,73,101.667,2482.95,6670.58,33.0013,,G,CG
2184,C,e45,IR81025-B-425-B,3,73,101.667,2482.95,6670.58,33.0013,,H,CH
422,S,e5,D6-547-5S,2,83,69,2483.27,9167.73,27.087,,B,SB
1330,S,e11,DK108,1,81,66,2483.48,8411.92,26.1753,,E,SE
1432,S,e45,IR81025-B-425-B,1,74,92.5,2485.33,7564.42,29.1296,,E,SE
701,S,e1,APO,2,86,104,2485.43,7615.58,28.9352,,C,SC
288,C,e9,DGI-81,3,81,94,2486.6,9344.27,26.611,,B,CB
734,S,e12,DK109,2,86,76.733,2486.96,7343.6,30.0252,,C,SC
1366,S,e23,DSU-4-18,1,85,59.5,2487.51,7800.62,28.2724,,E,SE
1914,S,e5,D6-547-5S,3,81,66.333,2491.38,5579.25,39.5904,,G,SG
2214,S,e5,D6-547-5S,3,81,66.333,2491.38,5579.25,39.5904,,H,SH
1371,S,e24,IR70215-70-CPA-3-4-1-3,3,83,77,2492.93,9133.3,24.1997,,E,SE
840,S,e47,M4FNS-3076,3,86,83,2493.78,8570.31,25.7981,,C,SC
1886,C,e46,KALIA,2,73,105.333,2495.94,6765.29,32.7095,,G,CG
2186,C,e46,KALIA,2,73,105.333,2495.94,6765.29,32.7095,,H,CH
338,C,e26,IR71700-247-1-1,2,69,94,2496.07,10195.73,24.4815,,B,CB
1614,S,e5,D6-547-5S,3,77,109.333,2497.2,8185.41,27.0483,,F,SF
2505,S,e2,BINUHANGIN,3,70,77.333,2498.02,5116.67,48.8212,,I,SI
459,S,e18,DK142,3,81,96.667,2500.8,8338.33,29.9916,,B,SB
546,S,e48,PSBRC68,3,100,95,2507.13,7660.07,32.7299,,B,SB
985,C,e46,KALIA,1,71,122.667,2512.2,9647.38,23.0872,,D,CD
476,S,e24,IR70215-70-CPA-3-4-1-3,2,83,95,2512.4,8514.47,29.5074,,B,SB
1934,S,e12,DK109,2,77,78.333,2512.69,5071.81,43.9241,,G,SG
2234,S,e12,DK109,2,77,78.333,2512.69,5071.81,43.9241,,H,SH
499,S,e32,IR77298-14-1-2-1,1,83,84,2513.93,8458.27,29.7216,,B,SB
533,S,e43,IR79906-B-192-2-1,2,83,93.333,2514.93,7749.8,32.4516,,B,SB
84,C,e36,IR78877-163-B-1-1,3,.,95.733,2516.48,5717.8,44.0113,,A,CA
399,C,e46,KALIA,3,81,81.333,2517.07,9348.07,26.9261,,B,CB
1449,S,e50,URI,3,88,105.667,2517.38,9703.23,23.0016,,E,SE
803,S,e35,IR77298-5-6-25,2,82,78.5,2517.45,7305.3,30.5527,,C,SC
2451,C,e34,IR77298-5-6-18,3,73,81.333,2520.86,6062.32,41.5824,,I,CI
2886,S,e29,IR75282-58-1-2-3,3,80,115.333,2523.38,10096.02,24.9938,,J,SJ
530,S,e42,IR78910-34-B-2-2,2,72,102,2525.73,6761.67,37.3537,,B,SB
1316,S,e6,DA8,2,71,89.167,2535.41,7140.96,31.4788,,E,SE
1832,C,e28,IR74371-54-1-1,2,73,106.667,2537.08,7224.57,31.135,,G,CG
2132,C,e28,IR74371-54-1-1,2,73,106.667,2537.08,7224.57,31.135,,H,CH
1802,C,e18,DK142,2,73,83.667,2537.89,7579.82,29.6853,,G,CG
2102,C,e18,DK142,2,73,83.667,2537.89,7579.82,29.6853,,H,CH
425,S,e7,DGI-196,2,81,78.667,2540.13,7835.47,32.4184,,B,SB
1610,S,e4,D6-547-2R,2,75,103,2541.38,8089.11,27.8545,,F,SF
1823,C,e25,IR71525-19-1-1,2,73,103.5,2542.39,8507.07,26.4965,,G,CG
2123,C,e25,IR71525-19-1-1,2,73,103.5,2542.39,8507.07,26.4965,,H,CH
1149,S,e50,URI,3,84,127,2542.83,8419.47,26.7769,,D,SD
1826,C,e26,IR71700-247-1-1,2,75,96.533,2543.96,5690.74,39.6341,,G,CG
2126,C,e26,IR71700-247-1-1,2,75,96.533,2543.96,5690.74,39.6341,,H,CH
986,C,e46,KALIA,2,74,124.667,2544.47,6736.79,33.4866,,D,CD
1831,C,e28,IR74371-54-1-1,1,68,100,2545.91,6600.4,34.1979,,G,CG
2131,C,e28,IR74371-54-1-1,1,68,100,2545.91,6600.4,34.1979,,H,CH
2007,S,e36,IR78877-163-B-1-1,3,70,94.667,2546.7,5445.36,41.4646,,G,SG
2307,S,e36,IR78877-163-B-1-1,3,70,94.667,2546.7,5445.36,41.4646,,H,SH
508,S,e35,IR77298-5-6-25,1,81,72,2548.33,9225.73,27.622,,B,SB
1932,S,e11,DK108,3,77,70.167,2549.44,4696.26,48.1303,,G,SG
2232,S,e11,DK108,3,77,70.167,2549.44,4696.26,48.1303,,H,SH
2734,C,e29,IR75282-58-1-2-3,1,83,111.333,2550.65,7643.4,33.3706,,J,CJ
2466,C,e39,IR78908-156-B-2-B,3,65,110.333,2550.72,5920.73,43.0812,,I,CI
1087,S,e30,IR75870-8-1-2-B-6-2-B-B-B,1,84,109.333,2550.81,10439.68,21.663,,D,SD
1418,S,e40,IR78908-193-B-3-B,2,69,95.333,2551.06,6823.37,33.1474,,E,SE
1907,S,e3,D6-446-6S,2,81,68.5,2552.23,5152.54,43.9163,,G,SG
2207,S,e3,D6-446-6S,2,81,68.5,2552.23,5152.54,43.9163,,H,SH
1507,C,e20,DK167,1,89,127,2552.35,10340.38,21.8842,,F,CF
165,S,e13,DK117,3,79,67.433,2553.21,5039.27,50.6662,,A,SA
1040,S,e14,DK122,2,79,93,2556.5,6599.26,34.3461,,D,SD
1305,S,e2,BINUHANGIN,3,85,84.667,2556.95,8026.66,28.2433,,E,SE
443,S,e13,DK117,2,81,81.667,2557.13,8200.47,31.1828,,B,SB
965,C,e39,IR78908-156-B-2-B,2,74,118,2557.32,6340.58,35.7588,,D,CD
315,C,e18,DK142,3,81,94.667,2557.47,9095.2,28.1189,,B,CB
1074,S,e25,IR71525-19-1-1,3,81,112.667,2557.71,6645.33,34.1242,,D,SD
838,S,e47,M4FNS-3076,1,84,66.5,2560.72,8281.66,27.4139,,C,SC
2635,S,e46,KALIA,1,65,84,2565.06,5976.11,42.9219,,I,SI
2840,S,e14,DK122,2,71,103.333,2566.35,7004.38,36.6391,,J,SJ
2884,S,e29,IR75282-58-1-2-3,1,83,120.333,2568.08,9754.72,26.3265,,J,SJ
2411,C,e21,DSL-69-6,2,70,75,2571.86,5895.94,43.6208,,I,CI
592,C,e15,DK124,1,80,108.9,2575.89,7497.11,30.4621,,C,CC
2445,C,e32,IR77298-14-1-2-1,3,70,87.333,2576.9,6676.21,38.5983,,I,CI
2605,S,e36,IR78877-163-B-1-1,1,70,75,2580.69,6305.83,40.9254,,I,SI
1023,S,e8,DGI-32,3,79,85.667,2581.32,6212.59,36.838,,D,SD
470,S,e22,DSL-89-3,2,81,72.333,2582,7218,35.7717,,B,SB
538,S,e45,IR81025-B-425-B,1,74,99.333,2582.67,7306.93,35.3454,,B,SB
782,S,e28,IR74371-54-1-1,2,75,102.333,2584.42,6523.34,35.1253,,C,SC
138,S,e3,D6-446-6S,3,86,65.4,2586.24,5388.5,47.9955,,A,SA
2589,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,75,71,2588.55,5543.81,46.6927,,I,SI
2494,C,e49,RR72-18-832,1,70,99.333,2590.14,6975.41,37.1324,,I,CI
721,S,e8,DGI-32,1,82,94.733,2592.91,7584.87,30.3086,,C,SC
376,C,e39,IR78908-156-B-2-B,1,67,119,2596.13,8374.13,31.0018,,B,CB
1407,S,e36,IR78877-163-B-1-1,3,71,86.333,2596.27,6659.52,34.5648,,E,SE
1860,C,e37,IR78905-105-1-2-2,3,66,86.833,2596.82,8581.67,26.8285,,G,CG
2160,C,e37,IR78905-105-1-2-2,3,66,86.833,2596.82,8581.67,26.8285,,H,CH
1435,S,e46,KALIA,1,69,89,2597.81,6463.94,35.6317,,E,SE
447,S,e14,DK122,3,81,73.333,2599.6,6308.8,41.2059,,B,SB
979,C,e44,IR81024-B-275-3-B,1,71,136,2601.4,6994.66,32.9736,,D,CD
729,S,e10,DK106,3,79,82.667,2601.59,7725.23,29.8576,,C,SC
539,S,e45,IR81025-B-425-B,2,72,88.667,2601.67,6369.67,40.8446,,B,SB
2722,C,e25,IR71525-19-1-1,1,75,119,2602.91,10489,24.8156,,J,CJ
866,C,e6,DA8,2,70,119,2604.14,5454.69,42.3273,,D,CD
1749,S,e50,URI,3,82,167.667,2604.87,10211.67,22.616,,F,SF
1991,S,e31,IR77298-14-1-2,2,77,89.5,2608.45,6194.18,37.3358,,G,SG
2291,S,e31,IR77298-14-1-2,2,77,89.5,2608.45,6194.18,37.3358,,H,SH
313,C,e18,DK142,1,81,88,2613.4,9055.73,28.8591,,B,CB
1446,S,e49,RR72-18-832,3,74,77.167,2613.77,8908.76,26.0122,,E,SE
1734,S,e45,IR81025-B-425-B,3,68,110.333,2613.99,7887.02,29.3844,,F,SF
2028,S,e43,IR79906-B-192-2-1,3,77,100,2615.5,5629.43,41.1924,,G,SG
2328,S,e43,IR79906-B-192-2-1,3,77,100,2615.5,5629.43,41.1924,,H,SH
1693,S,e32,IR77298-14-1-2-1,1,75,118.167,2616.85,7814.89,29.6881,,F,SF
1596,C,e49,RR72-18-832,3,75,114.333,2620.25,7908.78,29.3738,,F,CF
186,S,e20,DK167,3,79,69.933,2621.22,5301.97,49.4386,,A,SA
441,S,e12,DK109,3,83,69,2626.07,7762.33,33.8309,,B,SB
2667,C,e6,DA8,3,71,147.667,2626.34,5205.77,50.4505,,J,CJ
1490,C,e14,DK122,2,72,113.333,2632.36,7231.18,32.2748,,F,CF
1867,C,e40,IR78908-193-B-3-B,1,68,108.667,2634.78,7011.65,33.3158,,G,CG
2167,C,e40,IR78908-193-B-3-B,1,68,108.667,2634.78,7011.65,33.3158,,H,CH
1595,C,e49,RR72-18-832,2,75,142.667,2636.25,7804.16,29.9493,,F,CF
302,C,e14,DK122,2,79,93,2637.87,7160.27,36.8403,,B,CB
2448,C,e33,IR77298-14-1-2-13,3,70,77.667,2640.86,5901.58,44.7483,,I,CI
1055,S,e19,DK157,2,91,84,2640.94,7595.39,30.8273,,D,SD
1491,C,e14,DK122,3,75,97,2640.99,6086.03,38.4733,,F,CF
249,S,e43,IR79906-B-192-2-1,3,77,82.8,2643.73,5509.73,47.983,,A,SA
329,C,e23,DSU-4-18,2,68,99.333,2643.73,9035.33,29.2599,,B,CB
1523,C,e25,IR71525-19-1-1,2,70,131.667,2646.77,7114.56,32.9834,,F,CF
1828,C,e27,IR74371-46-1-1,1,68,108.833,2646.94,10340.44,22.6951,,G,CG
2128,C,e27,IR74371-46-1-1,1,68,108.833,2646.94,10340.44,22.6951,,H,CH
2390,C,e14,DK122,2,73,75.667,2647.38,6234.3,42.4648,,I,CI
278,C,e5,D6-547-5S,2,83,89,2647.47,9647.6,27.4417,,B,CB
2418,C,e23,DSU-4-18,3,73,80.667,2648.8,6350.36,41.7111,,I,CI
2808,S,e3,D6-446-6S,3,80,96.333,2650.61,11923.49,22.2302,,J,SJ
1133,S,e45,IR81025-B-425-B,2,70,113.333,2653.15,6448.28,36.4792,,D,SD
1943,S,e15,DK124,2,81,75.5,2654.26,6419.86,36.656,,G,SG
2243,S,e15,DK124,2,81,75.5,2654.26,6419.86,36.656,,H,SH
1355,S,e19,DK157,2,90,63,2655.23,7492.59,31.4193,,E,SE
1580,C,e44,IR81024-B-275-3-B,2,70,128,2663.02,7386.16,31.9656,,F,CF
1444,S,e49,RR72-18-832,1,74,72.5,2663.13,8165.39,28.9162,,E,SE
1425,S,e42,IR78910-34-B-2-2,3,69,103.333,2664.02,7144.71,33.0582,,E,SE
1874,C,e42,IR78910-34-B-2-2,2,73,105.167,2667.47,8880.37,26.6314,,G,CG
2174,C,e42,IR78910-34-B-2-2,2,73,105.167,2667.47,8880.37,26.6314,,H,CH
365,C,e35,IR77298-5-6-25,2,68,94.667,2668.6,10404.2,25.6493,,B,CB
285,C,e8,DGI-32,3,68,98.667,2671.53,8125.93,32.8766,,B,CB
2447,C,e33,IR77298-14-1-2-13,2,73,74.667,2671.64,6772.94,39.4458,,I,CI
2859,S,e20,DK167,3,90,116.667,2672.3,11429.25,23.3812,,J,SJ
2736,C,e29,IR75282-58-1-2-3,3,75,106.333,2672.86,9423.48,28.3638,,J,CJ
1433,S,e45,IR81025-B-425-B,2,71,82,2674.44,7770.63,30.5143,,E,SE
261,S,e49,RR72-18-832,3,80,76.033,2675.03,5834.53,45.8483,,A,SA
267,C,e1,APO,3,88,94,2675.33,9600.8,27.8657,,B,CB
502,S,e33,IR77298-14-1-2-13,1,81,70,2675.67,9219,29.0234,,B,SB
293,C,e11,DK108,2,81,104,2676.2,10135.4,26.4045,,B,CB
515,S,e37,IR78905-105-1-2-2,2,74,88,2677.2,6730.27,39.7785,,B,SB
1312,S,e5,D6-547-5S,1,85,73.833,2680.15,9021.22,26.3403,,E,SE
1799,C,e17,DK136,2,66,110,2681.18,8670.6,27.416,,G,CG
2099,C,e17,DK136,2,66,110,2681.18,8670.6,27.416,,H,CH
382,C,e41,IR78910-23-1-3-3,1,75,137.5,2684.4,6567.07,40.8767,,B,CB
2723,C,e25,IR71525-19-1-1,2,71,139,2685.58,5951.7,45.123,,J,CJ
1628,S,e10,DK106,2,82,108,2686.47,7999.42,29.7749,,F,SF
802,S,e35,IR77298-5-6-25,1,70,79.333,2687.12,8421.06,28.2909,,C,SC
1146,S,e49,RR72-18-832,3,79,98.333,2687.87,6559.06,36.3324,,D,SD
477,S,e24,IR70215-70-CPA-3-4-1-3,3,69,88.667,2688.73,9639.4,27.8932,,B,SB
1039,S,e14,DK122,1,77,86,2688.76,6319.85,37.72,,D,SD
330,C,e23,DSU-4-18,3,81,92.333,2690.93,8999.4,29.9013,,B,CB
286,C,e9,DGI-81,1,81,91.667,2691.53,5731.93,46.9568,,B,CB
458,S,e18,DK142,2,83,82,2694.27,8812.93,30.5717,,B,SB
1689,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,86,676.333,2694.63,11576.72,20.6367,,F,SF
255,S,e45,IR81025-B-425-B,3,86,75.667,2694.95,5368.99,50.1947,,A,SA
496,S,e31,IR77298-14-1-2,1,81,87,2696.73,8967.47,30.0724,,B,SB
1310,S,e4,D6-547-2R,2,88,63.833,2696.99,6617.95,36.1313,,E,SE
1680,S,e27,IR74371-46-1-1,3,75,142.833,2698.56,9145,26.1622,,F,SF
1713,S,e38,IR78908-121-B-2-B,3,68,164.5,2701.7,7417.33,32.2937,,F,SF
153,S,e9,DGI-81,3,84,71.9,2701.9,4821.14,56.0426,,A,SA
210,S,e28,IR74371-54-1-1,3,75,82.1,2702.35,5289.8,51.0861,,A,SA
2816,S,e6,DA8,2,69,140.333,2702.54,9018.4,29.9669,,J,SJ
2037,S,e46,KALIA,3,70,79.5,2704.27,6058.07,39.577,,G,SG
2337,S,e46,KALIA,3,70,79.5,2704.27,6058.07,39.577,,H,SH
890,C,e14,DK122,2,82,87.667,2704.41,7777.79,30.8278,,D,CD
1322,S,e8,DGI-32,2,83,74.333,2704.81,8558.21,28.0208,,E,SE
2832,S,e11,DK108,3,78,116.667,2706.04,9152.43,29.5663,,J,SJ
811,S,e38,IR78908-121-B-2-B,1,68,115.433,2707.65,7585.93,31.6454,,C,SC
535,S,e44,IR81024-B-275-3-B,1,79,101,2709,8049.13,33.6558,,B,SB
411,S,e1,APO,3,88,96.667,2709.6,9200.13,29.4517,,B,SB
2400,C,e17,DK136,3,70,102.333,2709.93,6361.08,42.6017,,I,CI
518,S,e38,IR78908-121-B-2-B,2,43,79.333,2711.27,5335.67,50.814,,B,SB
849,S,e50,URI,3,77,112.1,2712.95,8412.63,28.5915,,C,SC
911,C,e21,DSL-69-6,2,82,92,2716.21,7474.25,32.2197,,D,CD
2608,S,e37,IR78905-105-1-2-2,1,65,72.333,2716.42,5701.77,47.6416,,I,SI
1438,S,e47,M4FNS-3076,1,83,58.833,2719.24,6624.81,36.3916,,E,SE
1049,S,e17,DK136,2,74,109,2720.59,6312.74,38.2096,,D,SD
1575,C,e42,IR78910-34-B-2-2,3,68,135.667,2721.85,7948.38,30.3607,,F,CF
98,C,e41,IR78910-23-1-3-3,2,.,92.2,2723.92,6771.52,40.2261,,A,CA
949,C,e34,IR77298-5-6-18,1,82,103,2724.27,7610.34,31.7376,,D,CD
421,S,e5,D6-547-5S,1,83,69.667,2724.53,9473.6,28.7592,,B,SB
1383,S,e28,IR74371-54-1-1,3,69,89.333,2724.9,7978.96,30.2783,,E,SE
1360,S,e21,DSL-69-6,1,83,76.167,2727.04,6820.45,35.4491,,E,SE
2504,S,e2,BINUHANGIN,2,70,77,2728.91,5715.98,47.7418,,I,SI
512,S,e36,IR78877-163-B-1-1,2,74,89.667,2731.67,6008.13,45.4661,,B,SB
2714,C,e22,DSL-89-3,2,75,98.333,2735.64,7421.22,36.8625,,J,CJ
1358,S,e20,DK167,2,78,71.5,2736.27,8271.64,29.3288,,E,SE
1041,S,e14,DK122,3,77,86.667,2736.82,6495.13,37.3582,,D,SD
2692,C,e15,DK124,1,90,104.667,2738.4,6169.79,44.3839,,J,CJ
1803,C,e18,DK142,3,73,91.667,2739.61,6868.2,35.3649,,G,CG
2103,C,e18,DK142,3,73,91.667,2739.61,6868.2,35.3649,,H,CH
1677,S,e26,IR71700-247-1-1,3,77,122.667,2740.04,9380.05,25.8987,,F,SF
412,S,e2,BINUHANGIN,1,83,86.667,2743.6,8246.93,33.2681,,B,SB
756,S,e19,DK157,3,82,79.433,2744.72,6809.46,35.7365,,C,SC
1998,S,e33,IR77298-14-1-2-13,3,77,70.5,2745.51,5258.57,46.2896,,G,SG
