Obs,TRT,ENTNO,NAME,Rep,DTF,HT,GY,TDMY,HI,F10,Trial,Env
2947,S,e50,URI,1,80,143.667,3859.49,11173.08,34.5428,,J,SJ
2800,S,e1,APO,1,82,127,3861.86,10472.45,36.8764,,J,SJ
773,S,e25,IR71525-19-1-1,2,70,110.167,3862.21,8378.23,40.8706,,C,SC
388,C,e43,IR79906-B-192-2-1,1,88,103.333,3862.8,12979.73,29.7602,,B,CB
747,S,e16,DK135,3,82,86,3863.67,8844.19,38.7319,,C,SC
2446,C,e33,IR77298-14-1-2-13,1,70,80.333,3863.7,8144.55,47.4391,,I,CI
1135,S,e46,KALIA,1,71,106.667,3864.87,9243.26,37.0712,,D,SD
2797,C,e50,URI,1,83,150.667,3866.77,11475.47,33.696,,J,CJ
884,C,e12,DK109,2,82,97.667,3866.92,9028.81,37.9719,,D,CD
308,C,e16,DK135,2,82,90.333,3867.6,9780.73,39.543,,B,CB
1503,C,e18,DK142,3,75,111,3867.76,9056.68,37.8632,,F,CF
2416,C,e23,DSU-4-18,1,73,81.667,3868.28,8088.61,47.8238,,I,CI
1089,S,e30,IR75870-8-1-2-B-6-2-B-B-B,3,81,103,3870.12,10574.97,32.4468,,D,SD
2833,S,e12,DK109,1,78,99,3871.62,9180.37,42.1728,,J,SJ
976,C,e43,IR79906-B-192-2-1,1,84,127.333,3871.82,9330.42,36.791,,D,CD
450,S,e15,DK124,3,81,79.667,3872,10308.07,37.5628,,B,SB
879,C,e10,DK106,3,84,109.667,3872.61,9538.98,35.9939,,D,CD
1486,C,e13,DK117,1,75,115.667,3873.36,11566.98,29.689,,F,CF
332,C,e24,IR70215-70-CPA-3-4-1-3,2,69,113.667,3876.87,12231.13,31.6967,,B,CB
1093,S,e32,IR77298-14-1-2-1,1,79,88,3878.7,8507.51,40.4213,,D,SD
2384,C,e12,DK109,2,73,80.333,3880.32,7315.88,53.0397,,I,CI
1472,C,e8,DGI-32,2,77,114,3880.76,9322.74,36.9063,,F,CF
1484,C,e12,DK109,2,77,111,3881.62,9701.77,35.4722,,F,CF
2906,S,e36,IR78877-163-B-1-1,2,71,136.333,3881.62,10328.84,37.5804,,J,SJ
2413,C,e22,DSL-89-3,1,70,83,3883.03,7356.76,52.7819,,I,CI
2875,S,e26,IR71700-247-1-1,1,64,142.333,3883.53,11600.33,33.4777,,J,SJ
846,S,e49,RR72-18-832,3,79,82.367,3887.22,8348.4,41.2822,,C,SC
2733,C,e28,IR74371-54-1-1,3,75,137.333,3888,9823.56,39.5784,,J,CJ
2684,C,e12,DK109,2,75,102.333,3889.01,5984.99,64.9794,,J,CJ
582,C,e11,DK108,3,80,102.867,3889.3,6493.58,53.1024,,C,CC
728,S,e10,DK106,2,82,82.167,3890.08,8360.93,41.2506,,C,SC
2382,C,e11,DK108,3,73,84,3890.57,7462.3,52.1363,,I,CI
57,C,e27,IR74371-46-1-1,3,.,89.767,3890.81,7458.03,52.1693,,A,CA
2773,C,e42,IR78910-34-B-2-2,1,69,131.667,3892.09,8468.65,45.9588,,J,CJ
2702,C,e18,DK142,2,80,121.333,3893.91,9313.66,41.8086,,J,CJ
1141,S,e48,PSBRC68,1,98,118.333,3894.4,10698.83,32.2724,,D,SD
924,C,e25,IR71525-19-1-1,3,84,128.667,3894.78,8176.64,42.2314,,D,CD
968,C,e40,IR78908-193-B-3-B,2,74,135.333,3896,8610.85,40.1143,,D,CD
1896,C,e49,RR72-18-832,3,73,101.333,3896.46,8402.86,41.1121,,G,CG
2196,C,e49,RR72-18-832,3,73,101.333,3896.46,8402.86,41.1121,,H,CH
716,S,e6,DA8,2,73,114.833,3897.26,8934.64,38.6731,,C,SC
2794,C,e49,RR72-18-832,1,71,113.333,3897.46,11143.82,34.9742,,J,CJ
1692,S,e31,IR77298-14-1-2,3,82,113.833,3897.79,10183.77,33.9341,,F,SF
743,S,e15,DK124,2,79,95.1,3898.45,8940.35,38.6602,,C,SC
1682,S,e28,IR74371-54-1-1,2,77,111.333,3900.72,9785.77,35.3408,,F,SF
2654,C,e2,BINUHANGIN,2,83,118,3903.03,10497.28,37.1813,,J,CJ
828,S,e43,IR79906-B-192-2-1,3,75,103.567,3903.64,8528.96,40.5789,,C,SC
1652,S,e18,DK142,2,77,103.667,3904.47,10622.36,32.5888,,F,SF
1618,S,e7,DGI-196,1,77,117.667,3905.97,10793.02,32.0858,,F,SF
1590,C,e47,M4FNS-3076,3,75,96,3907.27,11003.38,31.4828,,F,CF
402,C,e47,M4FNS-3076,3,81,90,3908.13,9706.4,40.2635,,B,CB
1547,C,e33,IR77298-14-1-2-13,2,75,110,3908.68,9135.89,37.932,,F,CF
2397,C,e16,DK135,3,70,80.667,3909.76,7278.85,53.7139,,I,CI
2685,C,e12,DK109,3,71,97.333,3910.34,6524.3,59.935,,J,CJ
963,C,e38,IR78908-121-B-2-B,3,70,135.667,3910.55,8806.95,39.3676,,D,CD
2410,C,e21,DSL-69-6,1,70,80,3911.28,7610.94,51.3903,,I,CI
1510,C,e21,DSL-69-6,1,75,110.667,3913.41,10196.02,34.0292,,F,CF
933,C,e28,IR74371-54-1-1,3,82,116,3914.15,8552.28,40.5772,,D,CD
1224,C,e25,IR71525-19-1-1,3,71,116.333,3915.05,8544.21,40.6249,,E,CE
2392,C,e15,DK124,1,70,94.667,3915.47,8506.65,46.0284,,I,CI
272,C,e3,D6-446-6S,2,68,95,3916.73,10167.2,38.5232,,B,CB
1012,S,e5,D6-547-5S,1,79,66.667,3916.85,8951.33,38.795,,D,SD
1668,S,e23,DSU-4-18,3,80,103.667,3917.98,8696.81,39.942,,F,SF
2743,C,e32,IR77298-14-1-2-1,1,75,114,3918.07,8394.76,46.6729,,J,CJ
814,S,e39,IR78908-156-B-2-B,1,73,119.433,3918.25,8564.58,40.5614,,C,SC
2762,C,e38,IR78908-121-B-2-B,2,75,151,3922.61,8885.11,44.1481,,J,CJ
853,C,e2,BINUHANGIN,1,84,118,3925.09,9917.11,35.0907,,D,CD
1899,C,e50,URI,3,75,120,3926.56,10327.55,33.7087,,G,CG
2199,C,e50,URI,3,75,120,3926.56,10327.55,33.7087,,H,CH
1080,S,e27,IR74371-46-1-1,3,74,140,3929.3,10112.38,34.45,,D,SD
1345,S,e16,DK135,1,83,74.5,3930,8485.8,41.0607,,E,SE
877,C,e10,DK106,1,82,89.333,3930.53,9333.67,37.3358,,D,CD
1959,S,e20,DK167,3,90,93.5,3930.72,10955.17,31.8112,,G,SG
2259,S,e20,DK167,3,90,93.5,3930.72,10955.17,31.8112,,H,SH
1758,C,e3,D6-446-6S,3,75,86,3930.76,8255.67,42.2134,,G,CG
2058,C,e3,D6-446-6S,3,75,86,3930.76,8255.67,42.2134,,H,CH
1521,C,e24,IR70215-70-CPA-3-4-1-3,3,93,118.667,3931.38,11189.35,31.1506,,F,CF
55,C,e27,IR74371-46-1-1,1,.,105.667,3931.49,8582.85,45.8064,,A,CA
1142,S,e48,PSBRC68,2,95,104,3934.11,10115.98,34.4799,,D,SD
951,C,e34,IR77298-5-6-18,3,84,102.333,3935.17,11473.65,30.4081,,D,CD
2488,C,e47,M4FNS-3076,1,73,88.333,3935.61,7713.9,51.0197,,I,CI
320,C,e20,DK167,2,68,106.333,3935.93,9590.47,41.0401,,B,CB
946,C,e33,IR77298-14-1-2-13,1,79,95,3940.02,10833.28,32.2452,,D,CD
268,C,e2,BINUHANGIN,1,83,97,3940.6,9894.07,39.8279,,B,CB
1660,S,e21,DSL-69-6,1,77,107.333,3940.78,9415.29,37.1087,,F,SF
744,S,e15,DK124,3,79,87.333,3945.09,8052.38,43.437,,C,SC
1846,C,e33,IR77298-14-1-2-13,1,73,82.167,3948.06,8489.21,41.2328,,G,CG
2146,C,e33,IR77298-14-1-2-13,1,73,82.167,3948.06,8489.21,41.2328,,H,CH
1121,S,e41,IR78910-23-1-3-3,2,70,119.667,3948.86,9913.72,35.3152,,D,SD
2489,C,e47,M4FNS-3076,2,73,84.333,3949.82,8220.44,48.0488,,I,CI
659,C,e37,IR78905-105-1-2-2,2,73,123.433,3950.73,7817.38,44.8067,,C,CC
2829,S,e10,DK106,3,80,105,3955.96,9593.88,41.2342,,J,SJ
1566,C,e39,IR78908-156-B-2-B,3,68,136,3956.85,8863.33,39.5803,,F,CF
1274,C,e42,IR78910-34-B-2-2,2,71,117.333,3957.66,10655.85,32.9289,,E,CE
2779,C,e44,IR81024-B-275-3-B,1,71,131,3957.79,7464.36,53.0224,,J,CJ
2707,C,e20,DK167,1,90,105.667,3958.02,12085.3,32.7507,,J,CJ
1457,C,e3,D6-446-6S,2,75,97.667,3958.81,12357.21,28.4035,,F,CF
1117,S,e40,IR78908-193-B-3-B,1,71,117,3959.01,8252.72,42.5321,,D,SD
1253,C,e35,IR77298-5-6-25,2,73,86.333,3959.63,8351.93,42.0334,,E,CE
1583,C,e45,IR81025-B-425-B,2,68,122.667,3959.66,9525.76,36.854,,F,CF
59,C,e28,IR74371-54-1-1,2,81,100.067,3962.02,8415.87,47.078,,A,CA
2441,C,e31,IR77298-14-1-2,2,73,102.333,3962.1,8191.32,48.3695,,I,CI
869,C,e7,DGI-196,2,77,110,3962.91,8786.04,39.9896,,D,CD
2931,S,e44,IR81024-B-275-3-B,3,71,123.667,3966.61,10180.52,38.9627,,J,SJ
1585,C,e46,KALIA,1,65,144.333,3966.93,8683.81,40.5015,,F,CF
1096,S,e33,IR77298-14-1-2-13,1,77,84.333,3970.44,8634.85,40.7671,,D,SD
1629,S,e10,DK106,3,82,99,3971.4,13008.64,27.0669,,F,SF
380,C,e40,IR78908-193-B-3-B,2,67,140.233,3973.67,10367.67,38.3275,,B,CB
1556,C,e36,IR78877-163-B-1-1,2,70,131,3973.92,11295.27,31.1924,,F,CF
1543,C,e32,IR77298-14-1-2-1,1,75,119.667,3974.39,10234.49,34.4296,,F,CF
1840,C,e31,IR77298-14-1-2,1,73,97.167,3975.95,10272.07,34.3171,,G,CG
2140,C,e31,IR77298-14-1-2,1,73,97.167,3975.95,10272.07,34.3171,,H,CH
2901,S,e34,IR77298-5-6-18,3,80,105,3976.71,10611.08,37.477,,J,SJ
1500,C,e17,DK136,3,68,135.667,3977.75,9070.06,38.8825,,F,CF
1311,S,e4,D6-547-2R,3,90,68.167,3981.35,8682.19,40.6563,,E,SE
354,C,e31,IR77298-14-1-2,3,81,108.667,3981.53,11894.4,33.474,,B,CB
2497,C,e50,URI,1,70,123.333,3983.47,9438.6,42.204,,I,CI
1385,S,e29,IR75282-58-1-2-3,2,81,82.5,3983.48,9577.61,36.875,,E,SE
2360,C,e4,D6-547-2R,2,75,89,3983.8,7965.03,50.0162,,I,CI
352,C,e31,IR77298-14-1-2,1,81,107.667,3985.4,12147.8,32.8076,,B,CB
2924,S,e42,IR78910-34-B-2-2,2,64,150,3985.89,10653.95,37.4123,,J,SJ
1603,S,e2,BINUHANGIN,1,77,120.833,3986.33,10102.67,34.9835,,F,SF
885,C,e12,DK109,3,82,93,3987.98,9736.93,36.3126,,D,CD
705,S,e2,BINUHANGIN,3,82,102,3989.29,9183.56,38.5133,,C,SC
1639,S,e14,DK122,1,77,104.667,3992.45,10273.1,34.456,,F,SF
923,C,e25,IR71525-19-1-1,2,82,128.667,3995.7,9414.71,37.6281,,D,CD
2664,C,e5,D6-547-5S,3,80,102.667,3997,10618.73,37.641,,J,CJ
1237,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,71,87.833,3998.09,7897.5,44.8838,,E,CE
383,C,e41,IR78910-23-1-3-3,2,72,91,3999.67,9719.67,41.1502,,B,CB
630,C,e27,IR74371-46-1-1,3,73,134.9,4000.77,8248.41,43.0031,,C,CC
1255,C,e36,IR78877-163-B-1-1,1,64,113.667,4001.57,10292.45,34.4698,,E,CE
274,C,e4,D6-547-2R,1,68,85.333,4003.07,9760.87,41.0114,,B,CB
1167,C,e6,DA8,3,64,121.333,4003.67,9216.65,38.5134,,E,CE
1889,C,e47,M4FNS-3076,2,73,82.333,4009.63,8781.73,40.481,,G,CG
2189,C,e47,M4FNS-3076,2,73,82.333,4009.63,8781.73,40.481,,H,CH
392,C,e44,IR81024-B-275-3-B,2,74,96.667,4010,9116.27,43.9873,,B,CB
1109,S,e37,IR78905-105-1-2-2,2,74,114.333,4010.45,8974.99,39.6174,,D,SD
1488,C,e13,DK117,3,75,111,4011.28,10037.72,35.4302,,F,CF
2834,S,e12,DK109,2,78,94.667,4012.88,9383.94,42.7633,,J,SJ
1888,C,e47,M4FNS-3076,1,75,86.167,4013.2,9184.43,38.7405,,G,CG
2188,C,e47,M4FNS-3076,1,75,86.167,4013.2,9184.43,38.7405,,H,CH
384,C,e41,IR78910-23-1-3-3,3,81,132,4014.67,9869.93,40.6757,,B,CB
1821,C,e24,IR70215-70-CPA-3-4-1-3,3,75,85.333,4015.05,9985.33,35.6496,,G,CG
2121,C,e24,IR70215-70-CPA-3-4-1-3,3,75,85.333,4015.05,9985.33,35.6496,,H,CH
2378,C,e10,DK106,2,73,88.333,4015.12,7470.53,53.7461,,I,CI
1033,S,e12,DK109,1,79,82.333,4015.74,9392.34,37.9069,,D,SD
952,C,e35,IR77298-5-6-25,1,82,102.667,4018,10327.21,34.4948,,D,CD
1103,S,e35,IR77298-5-6-25,2,79,94,4018.25,12400.64,28.7289,,D,SD
2496,C,e49,RR72-18-832,3,73,93.667,4018.57,8283.46,48.5132,,I,CI
99,C,e41,IR78910-23-1-3-3,3,.,93.1,4019.9,8418.69,47.7498,,A,CA
1016,S,e6,DA8,2,70,126,4020.33,8947.75,39.8359,,D,SD
2870,S,e24,IR70215-70-CPA-3-4-1-3,2,90,131.667,4020.93,11663.55,34.4743,,J,SJ
516,S,e37,IR78905-105-1-2-2,3,74,92.667,4022.53,10073.53,39.9317,,B,SB
1286,C,e46,KALIA,2,64,92,4025.22,8812.35,40.4971,,E,CE
1314,S,e5,D6-547-5S,3,81,74.167,4029.17,8640.92,41.3411,,E,SE
674,C,e42,IR78910-34-B-2-2,2,73,120.6,4029.77,7976.12,44.7935,,C,CC
